"","Genus","Species"
"Otu0207",NA,NA
"Otu0208",NA,NA
"Otu0209","Gallaecimonas","pentaromativorans"
"Otu0211","Acinetobacter","baumannii/beijerinckii/bereziniae/calcoaceticus/courvalinii/gerneri/guillouiae/gyllenbergii/indicus/johnsonii/junii/lwoffii/modestus/parvus/plantarum/proteolyticus/vivianii"
"Otu0212",NA,NA
"Otu0213",NA,NA
"Otu0214",NA,NA
"Otu0215",NA,NA
"Otu0216",NA,NA
"Otu0218","Halomonas","alkaliantarctica/alkaliphila/andesensis/aquamarina/axialensis/campaniensis/hydrothermalis/lutescens/meridiana/taeheungii/venusta/zhanjiangensis/zhaodongensis"
"Otu0219",NA,NA
"Otu0222",NA,NA
"Otu0223",NA,NA
"Otu0224",NA,NA
"Otu0225",NA,NA
"Otu0230",NA,NA
"Otu0231",NA,NA
"Otu0232","Erythrobacter","citreus/flavus/nanhaisediminis/pelagi/piscidermidis"
"Otu0233",NA,NA
"Otu0236","Idiomarina","aquatica/baltica/fontislapidosi/seosinensis"
"Otu0238",NA,NA
"Otu0240","Marinobacter","bacchus/hydrocarbonoclasticus/vinifirmus"
"Otu0242",NA,NA
"Otu0243",NA,NA
"Otu0244",NA,NA
"Otu0248",NA,NA
"Otu0249",NA,NA
"Otu0250",NA,NA
"Otu0252",NA,NA
"Otu0254","Corynebacterium","aurimucosum/pseudogenitalium/tuberculostearicum"
"Otu0255",NA,NA
"Otu0256",NA,NA
"Otu0258",NA,NA
"Otu0259",NA,NA
"Otu0261",NA,"aerogenes/agglomerans/agrestis/amnigena/aphidicola/asburiae/ascorbata/bugandensis/cancerogenus/cloacae/cryocrescens/ferragutiae/granulomatis/hormaechei/intermedia/izardii/kobei/ludwigii/mori/muelleri/nimipressuralis/noackiae/ornithinolytica/oxytoca/persicina/piriflorinigrans/pneumoniae/quasipneumoniae/rhapontici/rodasii/rwandensis/soli/tabaci/turicensis/variicola/warmboldiae/xiangfangensis"
"Otu0262",NA,NA
"Otu0264",NA,NA
"Otu0265",NA,NA
"Otu0266",NA,NA
"Otu0268",NA,NA
"Otu0269","Pelomonas","aquatica/puraquae/saccharophila"
"Otu0271",NA,NA
"Otu0276",NA,NA
"Otu0277",NA,NA
"Otu0279",NA,NA
"Otu0281",NA,NA
"Otu0284",NA,NA
"Otu0286",NA,NA
"Otu0287",NA,NA
"Otu0290",NA,NA
"Otu0291",NA,NA
"Otu0292","Pseudomonas","aestusnigri/oceani/pachastrellae/stutzeri"
"Otu0294","Sphingobium","yanoikuyae"
"Otu0296",NA,NA
"Otu0297",NA,NA
"Otu0298",NA,NA
"Otu0299",NA,NA
"Otu0300","Prochlorococcus","marinus"
"Otu0302","Acinetobacter","bouvetii/haemolyticus/johnsonii/junii"
"Otu0303",NA,NA
"Otu0305",NA,NA
"Otu0306","Negativicoccus","succinicivorans"
"Otu0307",NA,NA
"Otu0310","Idiomarina","aquimaris/homiensis/marina/maritima/tainanensis"
"Otu0311",NA,NA
"Otu0314",NA,NA
"Otu0315",NA,NA
"Otu0316",NA,NA
"Otu0318","Streptococcus","anginosus/cristatus/gordonii/infantis/mitis/oralis/pneumoniae/pseudopneumoniae/sanguinis/timonensis"
"Otu0321",NA,NA
"Otu0322",NA,"dubius/faviae/litorea"
"Otu0323",NA,NA
"Otu0324",NA,NA
"Otu0325",NA,NA
"Otu0326",NA,NA
"Otu0327","Psychrobacter","celer"
"Otu0328",NA,NA
"Otu0329",NA,NA
"Otu0330",NA,NA
"Otu0332",NA,NA
"Otu0334","Psychrobacter","marincola"
"Otu0335",NA,NA
"Otu0336",NA,NA
"Otu0338",NA,NA
"Otu0339",NA,NA
"Otu0341",NA,NA
"Otu0343",NA,NA
"Otu0344",NA,NA
"Otu0345","Halomonas","aestuarii/cupida/daqingensis/denitrificans/koreensis/maura/mongoliensis/nitritophilus/organivorans/salina/ventosae"
"Otu0347",NA,NA
"Otu0348",NA,NA
"Otu0353",NA,NA
"Otu0354",NA,NA
"Otu0355","Oleibacter","marinus"
"Otu0356",NA,NA
"Otu0357",NA,NA
"Otu0358",NA,NA
"Otu0361","Staphylococcus","haemolyticus"
"Otu0362",NA,NA
"Otu0363",NA,NA
"Otu0365",NA,NA
"Otu0366",NA,NA
"Otu0367",NA,NA
"Otu0368","Pseudomonas","antarctica/auricularis/azotoformans/brenneri/canadensis/cedrina/cerasi/cf./costantinii/extremaustralis/extremorientalis/fluorescens/gessardii/grimontii/lactis/libanensis/lurida/mandelii/marginalis/meridiana/paralactis/poae/proteolytica/putida/reactans/salomonii/simiae/syncyanea/synxantha/tolaasii/trivialis/veronii"
"Otu0369",NA,NA
"Otu0370",NA,NA
"Otu0371",NA,NA
"Otu0373",NA,NA
"Otu0375",NA,NA
"Otu0376",NA,NA
"Otu0377",NA,NA
"Otu0379",NA,NA
"Otu0380",NA,NA
"Otu0381",NA,NA
"Otu0383","Pseudomonas","abietaniphila/alcaligenes/coleopterorum/graminis/lutea/marginalis/putida/rhizosphaerae/syringae/viridiflava/vranovensis"
"Otu0384",NA,NA
"Otu0385",NA,NA
"Otu0386","Bosea","eneae/lathyri/massiliensis/thiooxidans/vaviloviae/vestrisii"
"Otu0387",NA,NA
"Otu0390",NA,NA
"Otu0391",NA,NA
"Otu0392",NA,"caerulea/multivorans"
"Otu0393",NA,"aspalathi/bryophila/caffeinilytica/caledonica/fungorum/insulsa/phenazinium/phytofirmans/rhynchosiae/sediminicola/symbiont/terricola"
"Otu0395",NA,NA
"Otu0396",NA,NA
"Otu0399",NA,NA
"Otu0402",NA,NA
"Otu0403",NA,NA
"Otu0404","Thalassotalea","ganghwensis"
"Otu0405",NA,NA
"Otu0406",NA,NA
"Otu0409",NA,NA
"Otu0413","Paracoccus","carotinifaciens/gahaiensis/haeundaensis/marcusii"
"Otu0416",NA,NA
"Otu0417",NA,NA
"Otu0418","Donghicola","eburneus"
"Otu0419",NA,NA
"Otu0420",NA,NA
"Otu0421",NA,NA
"Otu0424","Zeaxanthinibacter","aestuarii"
"Otu0425",NA,NA
"Otu0429",NA,NA
"Otu0431",NA,NA
"Otu0436",NA,NA
"Otu0438",NA,NA
"Otu0439",NA,NA
"Otu0440",NA,NA
"Otu0441",NA,NA
"Otu0442",NA,NA
"Otu0443",NA,NA
"Otu0445",NA,NA
"Otu0446",NA,NA
"Otu0447","Marinobacter","mobilis/xestospongiae"
"Otu0448",NA,NA
"Otu0449",NA,NA
"Otu0450",NA,NA
"Otu0451","Neptuniibacter","caesariensis"
"Otu0452",NA,NA
"Otu0453",NA,NA
"Otu0454",NA,NA
"Otu0457",NA,NA
"Otu0459",NA,NA
"Otu0460",NA,NA
"Otu0461",NA,NA
"Otu0462","Pustulibacterium","marinum"
"Otu0464",NA,NA
"Otu0467",NA,NA
"Otu0468",NA,NA
"Otu0470",NA,NA
"Otu0471",NA,NA
"Otu0472","Acinetobacter","baumannii/bouvetii/haemolyticus/johnsonii/junii/lwoffii/oleivorans/oryzae/schindleri"
"Otu0476",NA,NA
"Otu0477",NA,NA
"Otu0479","Enhydrobacter","aerosaccus"
"Otu0481",NA,NA
"Otu0482",NA,NA
"Otu0484","Psychrobacter","phenylpyruvicus"
"Otu0486","Thalassobius","mediterraneus"
"Otu0487","Brevundimonas","diminuta/naejangsanensis/vancanneytii"
"Otu0489",NA,NA
"Otu0490",NA,NA
"Otu0491",NA,NA
"Otu0493",NA,NA
"Otu0496",NA,NA
"Otu0497",NA,NA
"Otu0500",NA,NA
"Otu0501",NA,NA
"Otu0504",NA,NA
"Otu0505",NA,NA
"Otu0506",NA,NA
"Otu0507",NA,NA
"Otu0509","Erythrobacter","longus/lutimaris/nanhaisediminis/vulgaris"
"Otu0510",NA,NA
"Otu0511",NA,NA
"Otu0513","Micrococcus","alkanovora/aloeverae/antarcticus/cohnii/endophyticus/flavus/indicus/luteus/lylae/thailandicus/yunnanensis"
"Otu0514",NA,NA
"Otu0515",NA,NA
"Otu0516","Mesonia","mobilis"
"Otu0517",NA,NA
"Otu0518",NA,NA
"Otu0519","Salinicoccus","alkaliphilus/kunmingensis/qingdaonensis/roseus/salitudinis"
"Otu0520",NA,NA
"Otu0521",NA,NA
"Otu0522",NA,NA
"Otu0524","Thalassospira","australica/povalilytica/profundimaris/tepidiphila/xianhensis"
"Otu0526",NA,NA
"Otu0527",NA,NA
"Otu0528",NA,NA
"Otu0530",NA,NA
"Otu0531",NA,NA
"Otu0532",NA,NA
"Otu0533","Roseivirga","spongicola"
"Otu0534",NA,NA
"Otu0535",NA,NA
"Otu0536",NA,NA
"Otu0537",NA,NA
"Otu0538","Marinomonas","communis/ostreistagni"
"Otu0541","Finegoldia","magna"
"Otu0542",NA,NA
"Otu0543",NA,NA
"Otu0545",NA,NA
"Otu0546",NA,NA
"Otu0547",NA,NA
"Otu0548",NA,NA
"Otu0549",NA,NA
"Otu0550",NA,NA
"Otu0551",NA,NA
"Otu0553",NA,NA
"Otu0555",NA,NA
"Otu0556",NA,NA
"Otu0557",NA,NA
"Otu0558",NA,NA
"Otu0560","Modestobacter","caceresii/marinus/multiseptatus/versicolor"
"Otu0561",NA,NA
"Otu0562",NA,NA
"Otu0563",NA,NA
"Otu0564",NA,NA
"Otu0565","Bacillus","circulans/massiliosenegalensis"
"Otu0567",NA,NA
"Otu0568",NA,NA
"Otu0571",NA,NA
"Otu0572",NA,NA
"Otu0575",NA,NA
"Otu0576",NA,NA
"Otu0577",NA,NA
"Otu0579",NA,NA
"Otu0580","Idiomarina","baltica/fontislapidosi"
"Otu0584",NA,NA
"Otu0586",NA,NA
"Otu0587",NA,NA
"Otu0589","Anaerococcus","octavius"
"Otu0591",NA,NA
"Otu0592",NA,NA
"Otu0593",NA,NA
"Otu0594",NA,NA
"Otu0595",NA,NA
"Otu0596","Pseudoalteromonas","rubra"
"Otu0600",NA,"albilineans/cristatus/equinus/pneumoniae/salivarius/thermophilus/vestibularis"
"Otu0601",NA,NA
"Otu0603",NA,NA
"Otu0604",NA,NA
"Otu0608",NA,"atlantica/mobilis/scottomollicae/stellata"
"Otu0609",NA,NA
"Otu0612","Aureicoccus","marinus"
"Otu0615",NA,NA
"Otu0616",NA,NA
"Otu0617",NA,NA
"Otu0618",NA,NA
"Otu0619",NA,NA
"Otu0621",NA,NA
"Otu0622",NA,NA
"Otu0623",NA,NA
"Otu0624",NA,NA
"Otu0628",NA,NA
"Otu0629",NA,NA
"Otu0630",NA,NA
"Otu0632",NA,NA
"Otu0634",NA,NA
"Otu0635","Lactobacillus","acidophilus/casei/crispatus/gallinarum/helveticus/kitasatonis"
"Otu0636",NA,NA
"Otu0637",NA,NA
"Otu0640",NA,NA
"Otu0642",NA,NA
"Otu0645",NA,NA
"Otu0646",NA,NA
"Otu0647","Alcanivorax","gelatiniphagus/marinus/venustensis"
"Otu0648",NA,NA
"Otu0649",NA,NA
"Otu0654",NA,NA
"Otu0656",NA,NA
"Otu0661",NA,NA
"Otu0662",NA,NA
"Otu0663",NA,NA
"Otu0664","Corynebacterium","suicordis"
"Otu0668",NA,NA
"Otu0669",NA,NA
"Otu0673",NA,NA
"Otu0675",NA,NA
"Otu0677","Prochlorococcus","marinus"
"Otu0678",NA,NA
"Otu0679",NA,NA
"Otu0680",NA,NA
"Otu0682","Pseudomonas","monteilii/plecoglossicida/putida/taiwanensis"
"Otu0683","Psychrosphaera","aestuarii/haliotis/saromensis"
"Otu0684",NA,NA
"Otu0686",NA,NA
"Otu0691",NA,NA
"Otu0692",NA,NA
"Otu0694",NA,NA
"Otu0695",NA,NA
"Otu0699","Sphingomonas","alpina/echinoides/mali/oligophenolica/panacis/rhizogenes/sanxanigenens"
"Otu0702",NA,NA
"Otu0703",NA,NA
"Otu0707",NA,NA
"Otu0709",NA,NA
"Otu0710",NA,NA
"Otu0711","Leeuwenhoekiella","blandensis/palythoae"
"Otu0712",NA,NA
"Otu0713",NA,NA
"Otu0714",NA,NA
"Otu0720",NA,NA
"Otu0722","Kangiella","japonica/spongicola"
"Otu0724","Vibrio","mexicanus"
"Otu0728",NA,NA
"Otu0729",NA,NA
"Otu0731","Chromohalobacter","canadensis/israelensis/marismortui/salexigens/thailandensis"
"Otu0733",NA,NA
"Otu0734",NA,NA
"Otu0736","Tenacibaculum","xiamenense"
"Otu0737",NA,NA
"Otu0739",NA,NA
"Otu0741",NA,NA
"Otu0743",NA,NA
"Otu0745",NA,NA
"Otu0749",NA,NA
"Otu0750","Herbaspirillum","aquaticum/chlorophenolicum/frisingense/huttiense/rubrisubalbicans/seropedicae"
"Otu0751",NA,NA
"Otu0752",NA,"halocynthiae/italica"
"Otu0753",NA,NA
"Otu0754","Paeniclostridium","ghonii/sordellii"
"Otu0758",NA,NA
"Otu0761",NA,NA
"Otu0762",NA,NA
"Otu0767",NA,NA
"Otu0769",NA,NA
"Otu0771",NA,NA
"Otu0773",NA,NA
"Otu0775",NA,NA
"Otu0776",NA,NA
"Otu0780",NA,NA
"Otu0782",NA,NA
"Otu0784",NA,NA
"Otu0786",NA,NA
"Otu0788",NA,NA
"Otu0789",NA,NA
"Otu0790",NA,NA
"Otu0792",NA,NA
"Otu0793",NA,NA
"Otu0794",NA,NA
"Otu0797","Massilia","arvi/pinisoli/putida"
"Otu0798",NA,NA
"Otu0799",NA,NA
"Otu0800",NA,NA
"Otu0801",NA,NA
"Otu0803",NA,NA
"Otu0804",NA,NA
"Otu0805","Enterococcus","casseliflavus/faecium/flavescens/gallinarum/saccharolyticus"
"Otu0806",NA,NA
"Otu0809",NA,NA
"Otu0811",NA,NA
"Otu0814",NA,NA
"Otu0818",NA,NA
"Otu0820","Psychrobacter","halophilus/marincola/maritimus/psychrophilus/submarinus"
"Otu0821",NA,NA
"Otu0822",NA,NA
"Otu0825",NA,NA
"Otu0831",NA,NA
"Otu0836",NA,NA
"Otu0837","Fabibacter","misakiensis"
"Otu0838",NA,NA
"Otu0840",NA,NA
"Otu0842",NA,NA
"Otu0843",NA,NA
"Otu0844",NA,NA
"Otu0845",NA,NA
"Otu0846",NA,NA
"Otu0848","Thalassotalea","loyana"
"Otu0849",NA,NA
"Otu0851",NA,NA
"Otu0857",NA,NA
"Otu0859","Halobacillus","aidingensis/alkaliphilus/andaensis/blutaparonensis/dabanensis/faecis/halophilus/herbersteinensis/karajensis/kuroshimensis/litoralis/massiliensis/profundi/styriensis/trueperi/virgiliensis/yeomjeoni"
"Otu0861",NA,NA
"Otu0862","Marinobacter","adhaerens/confluentis/salinaria/salsuginis"
"Otu0864",NA,NA
"Otu0866",NA,NA
"Otu0870",NA,"aquimaris/marinistellae/seosinensis"
"Otu0874",NA,NA
"Otu0876",NA,NA
"Otu0877",NA,NA
"Otu0878",NA,NA
"Otu0880",NA,NA
"Otu0881",NA,NA
"Otu0882",NA,NA
"Otu0883",NA,NA
"Otu0888",NA,NA
"Otu0889","Corynebacterium","matruchotii"
"Otu0890",NA,NA
"Otu0891",NA,NA
"Otu0893",NA,NA
"Otu0894",NA,NA
"Otu0897",NA,NA
"Otu0899",NA,NA
"Otu0900",NA,NA
"Otu0901",NA,NA
"Otu0902","Algoriphagus","ornithinivorans"
"Otu0903",NA,NA
"Otu0904",NA,NA
"Otu0905",NA,NA
"Otu0906",NA,NA
"Otu0909",NA,NA
"Otu0911",NA,NA
"Otu0912",NA,NA
"Otu0913",NA,NA
"Otu0914",NA,NA
"Otu0915",NA,NA
"Otu0916",NA,NA
"Otu0917",NA,NA
"Otu0918","Nodosilinea","nodulosa"
"Otu0919",NA,"amylolyticus/contaminans/foraminis/voinovskiensis"
"Otu0922",NA,NA
"Otu0923",NA,NA
"Otu0926","Henriciella","marina"
"Otu0938",NA,NA
"Otu0939",NA,NA
"Otu0941","Lactobacillus","phage/reuteri/salivarius"
"Otu0942",NA,NA
"Otu0943","Acinetobacter","idrijaensis/lwoffii"
"Otu0944",NA,NA
"Otu0946",NA,NA
"Otu0947",NA,NA
"Otu0948",NA,NA
"Otu0949",NA,NA
"Otu0950",NA,NA
"Otu0951",NA,NA
"Otu0952",NA,NA
"Otu0954",NA,NA
"Otu0955",NA,NA
"Otu0956","Comamonas","aquatica/jiangduensis/kerstersii/terrae/terrigena"
"Otu0958",NA,NA
"Otu0959",NA,NA
"Otu0960",NA,NA
"Otu0962",NA,NA
"Otu0963",NA,NA
"Otu0965",NA,NA
"Otu0966",NA,NA
"Otu0968",NA,NA
"Otu0970",NA,NA
"Otu0971","Lactobacillus","pontis"
"Otu0972",NA,NA
"Otu0973","Planomicrobium","alkanoclasticum/chinense/flavidum/glaciei/koreense/okeanokoites"
"Otu0975",NA,NA
"Otu0977",NA,NA
"Otu0980",NA,NA
"Otu0981",NA,NA
"Otu0989",NA,NA
"Otu0993",NA,NA
"Otu0994",NA,NA
"Otu0995",NA,NA
"Otu0997",NA,NA
"Otu0998","Vibrio","caribbeanicus/harveyi"
"Otu0999",NA,NA
"Otu1000",NA,NA
"Otu1001",NA,NA
"Otu1003",NA,NA
"Otu1004","Flammeovirga","aprica"
"Otu1006",NA,NA
"Otu1007",NA,NA
"Otu1008",NA,NA
"Otu1009","Sphingomicrobium","marinum"
"Otu1010",NA,NA
"Otu1011",NA,NA
"Otu1013",NA,NA
"Otu1016",NA,NA
"Otu1018","Cetobacterium","ceti"
"Otu1021",NA,NA
"Otu1030",NA,NA
"Otu1032",NA,NA
"Otu1034",NA,NA
"Otu1035",NA,NA
"Otu1039",NA,NA
"Otu1043","Vibrio","madracius/mediterranei/thalassae"
"Otu1048",NA,NA
"Otu1049",NA,NA
"Otu1050",NA,NA
"Otu1051",NA,NA
"Otu1052",NA,NA
"Otu1055",NA,NA
"Otu1058",NA,NA
"Otu1059",NA,NA
"Otu1061",NA,NA
"Otu1062",NA,NA
"Otu1063",NA,NA
"Otu1064",NA,NA
"Otu1065",NA,NA
"Otu1066",NA,NA
"Otu1067",NA,NA
"Otu1069","Pseudomonas","pelagia/sabulinigri/xinjiangensis"
"Otu1070",NA,NA
"Otu1071",NA,NA
"Otu1073",NA,NA
"Otu1074","Pseudomonas","pachastrellae"
"Otu1075",NA,NA
"Otu1076",NA,NA
"Otu1078",NA,NA
"Otu1079",NA,NA
"Otu1080",NA,NA
"Otu1082",NA,NA
"Otu1086",NA,NA
"Otu1089","Tepidimonas","arfidensis/fonticaldi"
"Otu1091",NA,NA
"Otu1093",NA,NA
"Otu1094",NA,NA
"Otu1095","Streptococcus","equinus/gallolyticus/infantarius/lutetiensis"
"Otu1096","Nonlabens","sediminis/tegetincola"
"Otu1100",NA,NA
"Otu1101",NA,NA
"Otu1103",NA,NA
"Otu1104",NA,NA
"Otu1106",NA,NA
"Otu1107",NA,NA
"Otu1108",NA,NA
"Otu1109",NA,NA
"Otu1110",NA,NA
"Otu1111",NA,NA
"Otu1112",NA,NA
"Otu1113",NA,NA
"Otu1114","Bacillus","circulans/hisashii/thermoamylovorans"
"Otu1116",NA,NA
"Otu1127",NA,NA
"Otu1128","Dietzia","cinnamea/maris/papillomatosis"
"Otu1129",NA,NA
"Otu1131",NA,NA
"Otu1136",NA,NA
"Otu1139",NA,"aldovae/aleksiciae/aquatilis/bercovieri/enterocolitica/frederiksenii/grimesii/intermedia/kristensenii/liquefaciens/massiliensis/mollaretii/myotis/pekkanenii/pestis/plymuthica/proteamaculans/pseudotuberculosis/quinivorans/rohdei/ruckeri/similis/wautersii"
"Otu1140",NA,NA
