OTU,Size,Domain,Phylum,Class,Order,Family,Genus
Otu0633,42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Otu0634,42,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge
Otu0635,42,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu0636,42,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
Otu0637,42,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
Otu0638,41,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0639,41,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
Otu0640,41,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
Otu0641,41,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0642,41,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
Otu0643,41,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
Otu0644,41,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Solimonadaceae_unclassified
Otu0645,41,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified
Otu0646,41,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375
Otu0647,41,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
Otu0648,41,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
Otu0649,41,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured
Otu0650,41,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Otu0651,41,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
Otu0652,40,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu0653,40,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Otu0654,40,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0655,40,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified
Otu0656,40,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
Otu0657,40,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Otu0658,40,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
Otu0659,40,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Otu0660,40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Otu0661,40,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
Otu0662,40,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
Otu0663,40,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
Otu0664,39,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
Otu0665,39,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwelliaceae_unclassified
Otu0666,39,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib
Otu0667,39,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0668,39,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
Otu0669,39,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
Otu0670,39,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0671,39,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified
Otu0672,39,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge
Otu0673,39,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0674,39,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0675,39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
Otu0676,39,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0677,39,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313
Otu0678,39,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
Otu0679,39,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae_unclassified
Otu0680,39,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
Otu0681,39,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified
Otu0682,38,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified
Otu0683,38,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera
Otu0684,38,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
Otu0685,38,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
Otu0686,38,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge
Otu0687,38,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375
Otu0688,38,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0689,38,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0690,37,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0691,37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
Otu0692,37,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured
Otu0693,37,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0694,37,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
Otu0695,37,Bacteria,Cyanobacteria,Oxyphotobacteria,Eurycoccales,Eurycoccales_Incertae_Sedis,Synechococcus_PCC-7336
Otu0696,37,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0697,37,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0698,37,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge
Otu0699,37,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu0700,37,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0701,37,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib
Otu0702,37,Bacteria,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified
Otu0703,37,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured
Otu0704,37,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacteriaceae_unclassified
Otu0705,37,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
Otu0706,36,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified
Otu0707,36,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
Otu0708,36,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0709,36,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge
Otu0710,36,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
Otu0711,36,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella
Otu0712,36,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
Otu0713,36,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified
Otu0714,36,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
Otu0715,36,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified
Otu0716,36,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
Otu0717,36,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
Otu0718,36,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
Otu0719,35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillaceae_unclassified
Otu0720,35,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
Otu0721,35,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus
Otu0722,35,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella
Otu0723,35,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified
Otu0724,35,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified
Otu0725,35,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Otu0726,35,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
Otu0727,35,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
Otu0728,35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge
Otu0729,35,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified
Otu0730,35,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0731,35,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter
Otu0732,35,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
Otu0733,35,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscilla
Otu0734,35,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0735,35,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0736,35,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Otu0737,35,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified
Otu0738,34,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
Otu0739,34,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwelliaceae_unclassified
Otu0740,34,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
Otu0741,34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge
Otu0742,34,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured
Otu0743,34,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_unclassified
Otu0744,34,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Otu0745,34,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Hydrocarboniphaga
Otu0746,34,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
Otu0747,34,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
Otu0748,34,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
Otu0749,34,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Microscilla
Otu0750,34,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum
Otu0751,34,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0752,33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella
Otu0753,33,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
Otu0754,33,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium
Otu0755,33,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified
Otu0756,33,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
Otu0757,33,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified
Otu0758,33,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
Otu0759,33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge
Otu0760,33,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge
Otu0761,33,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0762,33,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonadaceae_unclassified
Otu0763,33,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
Otu0764,33,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0765,33,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured
Otu0766,33,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
Otu0767,33,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
Otu0768,33,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0769,33,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_CC9902
Otu0770,33,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0771,33,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge
Otu0772,32,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified
Otu0773,32,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge
Otu0774,32,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_I_unclassified
Otu0775,32,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge
Otu0776,32,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
Otu0777,32,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge
Otu0778,32,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum
Otu0779,32,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Otu0780,32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge
Otu0781,32,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0782,32,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
Otu0783,32,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge
Otu0784,32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella
Otu0785,32,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
Otu0786,32,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Otu0787,32,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
Otu0788,32,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge
Otu0789,31,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0790,31,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge
Otu0791,31,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Trichodesmium_IMS101
Otu0792,31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,uncultured
Otu0793,31,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
Otu0794,31,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
Otu0795,31,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
Otu0796,31,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum
Otu0797,31,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
Otu0798,31,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified
Otu0799,31,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
Otu0800,31,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
Otu0801,31,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Sediminitomix
Otu0802,31,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
Otu0803,31,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
Otu0804,31,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
Otu0805,31,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
Otu0806,31,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
Otu0807,30,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group
Otu0808,30,Bacteria,Firmicutes,Bacilli,Bacilli_unclassified,Bacilli_unclassified,Bacilli_unclassified
Otu0809,30,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge
Otu0810,30,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
Otu0811,30,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified
Otu0812,30,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib
Otu0813,30,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_unclassified
Otu0814,30,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadales_fa,Bradymonadales_ge
Otu0815,30,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0816,30,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae_ge
Otu0817,30,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,Obscuribacterales_fa,Obscuribacterales_ge
Otu0818,30,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Piscirickettsia
Otu0819,30,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0820,30,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
Otu0821,30,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0822,29,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
Otu0823,29,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,PB19_fa,PB19_ge
Otu0824,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0825,29,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group
Otu0826,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0827,29,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,PB19_fa,PB19_ge
Otu0828,29,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
Otu0829,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0830,29,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge
Otu0831,29,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
Otu0832,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0833,29,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Otu0834,29,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu0835,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0836,29,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured
Otu0837,29,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
Otu0838,29,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
Otu0839,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0840,29,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
Otu0841,29,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira
Otu0842,29,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
Otu0843,29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium
Otu0844,29,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge
Otu0845,29,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified
Otu0846,29,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
Otu0847,28,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,uncultured
Otu0848,28,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
Otu0849,28,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1_aquatic_group
Otu0850,28,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
Otu0851,28,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum
Otu0852,28,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacterales_unclassified,Chthoniobacterales_unclassified
Otu0853,28,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
Otu0854,28,unknown,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified,unknown_unclassified
Otu0855,28,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0856,28,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0857,28,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetales_unclassified,Planctomycetales_unclassified
Otu0858,28,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
Otu0859,28,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus
